name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Corsair Vengeance 16 GB,,"3,2400","4,4",,Black / Silver,7.5,9
Kingston KVR13S9K2/16 16 GB,,"3,1333","2,8",,Green,13.503,9
Mushkin Silverline 8 GB,29.88,"3,1600","1,8",3.735,Gray / Silver,13.75,11
Patriot Viper 3 16 GB,,"3,1866","2,8",,Black / Red,10.718,10
Kingston KVR16S11K2/16 16 GB,83.98,"3,1600","2,8",5.249,Green,13.75,11
Pareema MD316C81611S2 8 GB,,"3,1600","2,4",,Green,13.75,11
Corsair Vengeance LP 16 GB,,"3,1866","4,4",,Black / Blue,9.646,9
ADATA XPG Gaming 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
Corsair Dominator 16 GB,,"3,1600","2,8",,Black / Blue,11.25,9
G.Skill Trident X 32 GB,,"3,1866","4,8",,Black / Red,8.574,8
Kingston Blu 16 GB,,"3,1333","2,8",,Blue / Silver,13.503,9
Mushkin Blackline 16 GB,,"3,2400","4,4",,Black,9.167,11
Kingston KVR16N11H/4 4 GB,21.99,"3,1600","1,4",5.497,Green,13.75,11
Kingston Black 16 GB,,"3,1600","2,8",,Black / Silver,12.5,10
Kingston Black 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
Crucial Ballistix Tactical 8 GB,,"3,1600","2,4",,Black / Yellow,10,8
G.Skill NS 8 GB,40.88,"3,1333","2,4",5.11,Black,13.503,9
G.Skill NS 8 GB,,"3,1600","2,4",,Black,13.75,11
Kingston HyperX Beast 8 GB,,"3,1866","2,4",,Black,9.646,9
Kingston KHX16C9K8/64X 64 GB,,"3,1600","8,8",,Blue / Silver,11.25,9
Kingston HyperX Beast 16 GB,,"3,1600","4,4",,Black,11.25,9
Kingston HyperX Beast 32 GB,,"3,1600","4,8",,Black,11.25,9
Kingston HyperX Beast 32 GB,,"3,1866","4,8",,Black,10.718,10
Kingston Black 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
Kingston Black 8 GB,,"3,1333","2,4",,,13.503,9
Kingston HyperX 16 GB,,"3,1600","2,8",,Green / Silver,11.25,9
GeIL EVO Leggara 16 GB,,"3,2400","2,8",,Black / Green,9.167,11
Crucial Ballistix Sport 8 GB,69.89,"3,1333","1,8",8.736,Black / Silver,13.503,9
Corsair Dominator Platinum 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9
AMD Performance Edition 8 GB,,"3,1866","2,4",,Black / Red,10.718,10
Kingston HyperX 16 GB,,"3,1600","2,8",,Gray / Silver,12.5,10
Kingston XMP 10th Anniversary 32 GB,,"3,1600","4,8",,Gray / Silver,11.25,9
Kingston HyperX 10th Anniversary 4 GB,,"3,1600","1,4",,Gray / Silver,11.25,9
Kingston HyperX T1 8 GB,,"3,2000","2,4",,Blue,9,9
Patriot Signature 8 GB,,"3,1333","2,4",,Green,13.503,9
GeIL EVO Leggara 32 GB,,"3,1600","4,8",,Black / Green,11.25,9
Kingston HyperX Predator 16 GB,,"3,1866","2,8",,Black,10.718,10
Mushkin Stealth 16 GB,,"3,1600","2,8",,Black / Gold,11.25,9
Corsair Vengeance Pro 32 GB,,"3,2133","4,8",,Black / Silver,10.314,11
Corsair Vengeance Pro 8 GB,,"3,2133","2,4",,Black / Silver,10.314,11
Kingston KVR16LS11/4 4 GB,20.98,"3,1600","1,4",5.245,Green,13.75,11
Crucial Ballistix Sport XT 16 GB,,"3,1600","2,8",,Blue / Silver,11.25,9
Crucial Ballistix Sport XT 8 GB,,"3,1600","1,8",,Blue / Silver,11.25,9
Avexir Core 16 GB,,"3,1600","4,4",,Black / Blue,11.25,9
Corsair Vengeance Pro 16 GB,,"3,1600","2,8",,Black / Blue,11.25,9
G.Skill Trident X 16 GB,,"3,2800","2,8",,Black / Red,8.571,12
Mushkin Blackline 16 GB,,"3,2133","2,8",,Black,9.376,10
Mushkin Redline 16 GB,,"3,2400","2,8",,,8.333,10
G.Skill Trident X 32 GB,,"3,2800","4,8",,,8.571,12
ADATA XPG V2 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
ADATA XPG V2 16 GB,,"3,2800","2,8",,Black / Yellow,7.857,11
ADATA XPG V2 16 GB,,"3,2800","2,8",,Black / Silver,7.857,11
Kingston KTH-X3CL/4G 4 GB,39.99,"3,1600","1,4",9.998,,13.75,11
Avexir Core 24 GB,,"3,1600","3,8",,Black / Blue,12.5,10
ADATA XPG V2 16 GB,,"3,1600","2,8",,Black / Yellow,11.25,9
TEAMGROUP Vulcan 8 GB,,"3,1600","2,4",,Red / Amber,11.25,9
TEAMGROUP Vulcan 8 GB,,"3,1600","2,4",,Orange,11.25,9
TEAMGROUP Xtreem LV 16 GB,,"3,2133","2,8",,,10.314,11
TEAMGROUP Xtreem LV 16 GB,,"3,2400","2,8",,,8.333,10
TEAMGROUP Xtreem 16 GB,,"3,2666","2,8",,,8.252,11
TEAMGROUP Xtreem Dark 4 GB,,"3,1600","2,2",,,11.25,9
G.Skill Trident X 16 GB,,"3,2933","4,4",,,8.183,12
GeIL GeIL EVO VELOCE 8GB (2 x 4GB) 8 GB,,"3,1866","2,4",,Red / Silver,9.646,9
Patriot PV316G240C0KRD 16 GB,134.08,"3,2400","2,8",8.38,Black / Red,8.333,10
Patriot Patriot Viper 3 8GB 8 GB,,"3,1600","1,8",,,12.5,10
ADATA XPG V1.0 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
ADATA XPG V1.0 8 GB,,"3,1600","1,8",,,13.75,11
ADATA XPG V1.0 8 GB,,"3,1600","1,8",,Black / Silver,11.25,9
Crucial CT2K8G3ERSLQ81067 16 GB,,"3,1333","2,8",,Black / Silver,10.503,7
G.Skill Sniper 8 GB,,"3,1600","1,8",,Black / Red,11.25,9
G.Skill Ripjaws Z 32 GB,,"3,1866","4,8",,Black / Blue,10.718,10
TEAMGROUP Elite 4GB 4 GB,,"3,1333","1,4",,,13.503,9
G.Skill Aegis 16 GB,,"3,1333","2,8",,,13.503,9
G.Skill Aegis 16 GB,,"3,1600","2,8",,,13.75,11
G.Skill Aegis 8 GB,,"3,1600","2,4",,,13.75,11
Crucial Ballistix 8 GB,,"3,1866","1,8",,,9.646,9
Corsair Vengeance Pro 64 GB,,"3,2133","8,8",,Black / Silver,10.314,11
Corsair Dominator Platinum 8 GB,,"3,2400","2,4",,Black / Silver,7.5,9
Corsair Vengeance Pro 8 GB,,"3,2400","2,4",,Black / Silver,9.167,11
G.Skill Ripjaws 8 GB,,"3,2133","2,4",,Black / Red,10.314,11
GeIL EVO POTENZA 8 GB,,"3,2133","2,4",,Black / Red,10.314,11
Corsair Vengeance Pro 32 GB,,"3,2400","4,8",,Black / Red,9.167,11
GeIL DRAGON 8 GB,,"3,1600","1,8",,Black / Gold,13.75,11
Crucial CT2G3S1067M 2 GB,19.98,"3,1066","1,2",9.99,Black / Green,13.133,7
G.Skill FA-10666CL9S-4GBSQ 4 GB,,"3,1333","1,4",,Black / Green,13.503,9
G.Skill FA-1333C9Q-16GSQ 16 GB,,"3,1333","4,4",,Black / Green,13.503,9
IBM 00D4955 4 GB,169.99,"3,1600","1,4",42.498,Black / Green,13.75,11
IBM 00D4964 16 GB,,"3,1333","1,16",,Black / Green,13.503,9
Corsair Vengeance Pro 32 GB,,"3,2666","4,8",,Black / Red,8.252,11
Corsair Vengeance Pro 8 GB,,"3,3000","2,4",,Black / Red,8,12
GeIL Green 4 GB,,"3,1333","1,4",,Black / Green,13.503,9
GeIL EVO POTENZA 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
Corsair Dominator Platinum 16 GB,,"3,2666","2,8",,Black / Silver,8.252,11
Corsair Dominator Platinum 16 GB,,"3,2933","4,4",,Black / Silver,8.183,12
VisionTek 900667 8 GB,,"3,1600","1,8",,Black / Silver,13.75,11
Patriot Signature Apple Line 8 GB,50.88,"3,1600","2,4",6.36,Black / Green,13.75,11
GeIL EVO VELOCE 8 GB,,"3,1333","1,8",,Red / Silver,13.503,9
Mushkin Essentials 16 GB,,"3,1866","4,4",,Black / Green,13.934,13
Patriot Signature 2 GB,,"3,1333","1,2",,Black / Green,13.503,9
Patriot Viper 3 Low Profile Black 8 GB,77.4,"3,1866","2,4",9.675,Black / Silver,9.646,9
Corsair Dominator Platinum 32 GB,,"3,2666","4,8",,Black / Silver,9.002,12
Kingston ValueRAM 48 GB,399.6,"3,1600","3,16",8.325,Black / Green,13.75,11
Mushkin 977136A 16 GB,,"3,1866","2,8",,Black / Green,13.934,13
ADATA XPG V2 8 GB,,"3,1866","2,4",,Yellow,10.718,10
ADATA XPG V2 16 GB,,"3,1866","2,8",,Black / Silver,10.718,10
Kingston KHX18C10K2/16 16 GB,,"3,1866","2,8",,Blue / Silver,10.718,10
Patriot Viper 3 Low Profile Blue 32 GB,,"3,2133","4,8",,Black / Blue,10.314,11
ADATA XPG V1.0 8 GB,,"3,1600","2,4",,Red / Silver,11.25,9
ADATA Premier 8 GB,,"3,1333","2,4",,Black / Green,13.503,9
Kingston KHX18C10/4 4 GB,,"3,1866","1,4",,Blue / Silver,10.718,10
Corsair Dominator Platinum 16 GB,,"3,2400","2,8",,Black / Silver,9.167,11
Patriot PXD38G1600C10K 8 GB,,"3,1600","2,4",,Black / Silver,12.5,10
Kingston HyperX Fury 4 GB,,"3,1333","1,4",,Blue / Silver,13.503,9
Kingston HyperX Fury 4 GB,,"3,1333","1,4",,Black / Silver,13.503,9
Kingston HyperX Fury 4 GB,,"3,1333","1,4",,White / Silver,13.503,9
Kingston HyperX Fury 16 GB,,"3,1333","2,8",,White / Silver,13.503,9
Kingston HyperX Fury 4 GB,,"3,1600","1,4",,Black / Silver,12.5,10
Kingston HyperX Fury 8 GB,,"3,1866","1,8",,Blue / Silver,10.718,10
Kingston HyperX Fury 8 GB,,"3,1866","1,8",,Red / Silver,10.718,10
Corsair Vengeance Pro 16 GB,,"3,2133","2,8",,Black / Red,8.439,9
Crucial Ballistix Sport 16 GB,,"3,1600","4,4",,Black / Silver,11.25,9
AMD Radeon R3 Value 16 GB,,"3,1333","2,8",,Black / Red,13.503,9
AMD Radeon R5 Entertainment 4 GB,,"3,1600","1,4",,Black / Red,13.75,11
AMD Radeon R5 Entertainment 16 GB,,"3,1600","2,8",,Black / Red,13.75,11
Mushkin Redline 8 GB,,"3,1866","2,4",,Red / Silver,8.574,8
Mushkin Redline 16 GB,,"3,1600","2,8",,Red / Silver,8.75,7
Mushkin Redline 16 GB,,"3,1866","2,8",,Red / Silver,8.574,8
PNY MD16384KD3-1866-X9 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
PNY MD4096SD3-1600-X9 4 GB,,"3,1600","1,4",,Black / Silver,11.25,9
PNY MD8192SD3-1866-X9 8 GB,,"3,1866","1,8",,Black / Silver,9.646,9
V7 V73T4GNZBII 4 GB,,"3,1333","1,4",,Black / Green,13.503,9
G.Skill Ripjaws 32 GB,,"3,1333","4,8",,Black / Red,13.503,9
Kingston KHX18C10K4/16 16 GB,,"3,1866","4,4",,Blue / Silver,10.718,10
Mushkin Redline 32 GB,,"3,1600","4,8",,Red / White,8.75,7
Kingston KVR1333D3E9S/4G 4 GB,18.8,"3,1333","1,4",4.7,Black / Green,13.503,9
Kingston HyperX Savage 8 GB,,"3,1866","2,4",,Black / Red,9.646,9
Kingston HyperX Savage 32 GB,,"3,1866","4,8",,Black / Red,9.646,9
Kingston HyperX Savage 8 GB,,"3,2133","2,4",,Black / Red,10.314,11
Kingston HyperX Savage 8 GB,,"3,2400","2,4",,Black / Red,9.167,11
Kingston HyperX Savage 8 GB,,"3,1866","1,8",,Black / Red,9.646,9
Kingston HyperX Savage 16 GB,,"3,1866","2,8",,Black / Red,9.646,9
Kingston HyperX Savage 32 GB,,"3,2133","4,8",,Black / Red,10.314,11
Kingston HyperX Predator 8 GB,,"3,1866","2,4",,Black / Blue,9.646,9
Kingston HyperX Beast 16 GB,,"3,1866","4,4",,Black,9.646,9
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Blue / Silver,10.718,10
Mushkin Blackline 32 GB,,"3,1600","4,8",,Yellow,11.25,9
Mushkin Stealth 16 GB,,"3,2133","4,4",,Black,9.376,10
Mushkin Blackline 8 GB,,"3,1600","2,4",,Black,12.5,10
Patriot Signature 2 GB,,"3,1333","1,2",,Blue / Silver,13.503,9
TEAMGROUP Vulcan 8 GB,,"3,2400","2,4",,Orange,9.167,11
TEAMGROUP Vulcan 8 GB,,"3,2133","2,4",,Red,10.314,11
TEAMGROUP Elite Plus 16 GB,,"3,1600","2,8",,Black / Gold,13.75,11
TEAMGROUP Zeus Blue 8 GB,,"3,2133","2,4",,Blue,10.314,11
TEAMGROUP Zeus Red 8 GB,,"3,1600","2,4",,Red,11.25,9
ADATA XPG V1.0 8 GB,,"3,1600","1,8",,Red / White,11.25,9
ADATA XPG V1.0 16 GB,,"3,2133","2,8",,Red / White,9.376,10
G.Skill Ripjaws Z 32 GB,,"3,2400","4,8",,Black / Blue,8.333,10
Mushkin 977146A 32 GB,,"3,1866","2,16",,Black,13.934,13
Mushkin Proline 32 GB,,"3,1333","1,32",,Silver,10.503,7
Mushkin Proline 32 GB,100.83,"3,1333","1,32",3.151,Silver,13.503,9
Crucial Ballistix Sport 4 GB,,"3,1333","2,2",,Black / Silver,13.503,9
GeIL EVO POTENZA 8 GB,,"3,2400","2,4",,Black / Red,9.167,11
Silicon Power SP008GBLTU133N02 8 GB,,"3,1333","1,8",,Black / Green,13.503,9
TEAMGROUP R-DIMM 2 GB,,"3,1600","1,2",,Black / Green,13.75,11
Mushkin Blackline 16 GB,,"3,2133","2,8",,Black / White,9.376,10
Silicon Power SP008GXLYU18ANDA 8 GB,,"3,1866","2,4",,Red,9.646,9
Samsung M393B1K70DH0-CK008/Q 8 GB,,"3,1600","1,8",,Black / Green,13.75,11
Crucial Ballistix Tactical Tracer 16 GB,,"3,1600","2,8",,Black / Silver,10,8
G.Skill Ares 16 GB,,"3,1600","2,8",,Blue,12.5,10
Klevv Urbane 8 GB,,"3,2800","2,4",,Silver,8.571,12
Klevv Genuine 16 GB,,"3,2666","2,8",,Black / Silver,9.002,12
Klevv Neo 32 GB,,"3,1600","4,8",,Silver,11.25,9
Crucial CT2KIT25672BD160B 4 GB,,"3,1600","2,2",,Green,13.75,11
Kingston KVR18R13D4K4/64 64 GB,,"3,1866","4,16",,Green,13.934,13
Kingston KVR18L13Q4/32 32 GB,68.98,"3,1866","1,32",2.156,Gray,13.934,13
Kingston KVR1333D3E9SK2/16G 16 GB,125,"3,1333","2,8",7.812,Green,13.503,9
Kingston KVR13LE9/8 8 GB,,"3,1333","1,8",,Green,13.503,9
Kingston KVR16LE11/8I 8 GB,38.99,"3,1600","1,8",4.874,Green,13.75,11
Avexir Core 8 GB,,"3,1600","1,8",,Black / Red,13.75,11
Avexir Core 16 GB,,"3,2400","2,8",,Black / Blue,9.167,11
TEAMGROUP Dark 16 GB,,"3,1600","2,8",,Black,11.25,9
Super Talent W1333UB4GV 4 GB,,"3,1333","1,4",,Green,13.503,9
PNY XLR8 16 GB,,"3,2133","2,8",,Black / Red,9.376,10
Kingston HX328C12T2K2/8 8 GB,,"3,2800","2,4",,Black / Blue,7.857,11
PNY Anarchy 32 GB,,"3,2133","4,8",,Black / Red,9.376,10
PNY Anarchy 8 GB,,"3,2133","2,4",,Black / Red,9.376,10
PNY Anarchy 8 GB,,"3,1600","1,8",,Black / Red,11.25,9
Corsair Vengeance LP 4 GB,,"3,1600","1,4",,Red,13.75,11
Corsair Vengeance LP 8 GB,,"3,1600","2,4",,Red,13.75,11
Corsair Vengeance LP 16 GB,,"3,1600","2,8",,Black / Red,13.75,11
Kingston HyperX Fury 8 GB,,"3,1600","1,8",,Black,12.5,10
Crucial Ballistix Sport 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
Patriot Viper 3 8 GB,81.94,"3,2400","2,4",10.242,Red / Silver,8.333,10
TEAMGROUP Vulcan 8 GB,,"3,1600","1,8",,Black / Red,11.25,9
Mushkin Essentials 4 GB,,"3,1866","1,4",,Black / Green,13.934,13
Corsair Vengeance Pro 16 GB,,"3,1866","2,8",,Black / Silver,11.79,11
Corsair Vengeance Pro 8 GB,,"3,1866","2,4",,Black / Red,11.79,11
Corsair Vengeance Pro 8 GB,,"3,2133","2,4",,Black / Red,10.314,11
Corsair Vengeance Performance 16 GB,,"3,2133","2,8",,Black / Yellow,10.314,11
Kingston D51264KL110S 4 GB,,"3,1600","1,4",,Black / Green,13.75,11
Crucial CT51264BF186DJ 4 GB,16.48,"3,1866","1,4",4.12,Black / Green,13.934,13
Crucial CT2KIT102464BF186D 16 GB,28.68,"3,1866","2,8",1.792,Black / Green,13.934,13
G.Skill Ripjaws X 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
Mushkin Essentials 32 GB,,"3,1866","2,16",,Black / Blue,13.934,13
Corsair Vengeance Pro 32 GB,,"3,2133","4,8",,Black / Silver,10.314,11
Crucial CT2K51264BF186DJ 8 GB,39.99,"3,1866","2,4",4.999,Black / Green,13.934,13
Crucial Ballistix Tactical 16 GB,,"3,2133","2,8",,Yellow,10.314,11
TEAMGROUP Dark 16 GB,,"3,2400","2,8",,Red,9.167,11
Avexir Raiden 8 GB,,"3,2400","2,4",,,8.333,10
Avexir Blitz 1.1 16 GB,,"3,2400","2,8",,Black / Yellow,8.333,10
Avexir Blitz 1.1 8 GB,,"3,3200","2,4",,Black / Red,8.125,13
TEAMGROUP Elite 2 GB,,"3,1333","1,2",,Green / Black,13.503,9
TEAMGROUP Elite 2 GB,,"3,1600","1,2",,Green / Black,13.75,11
TEAMGROUP Elite 16 GB,,"3,1600","2,8",,Black,13.75,11
TEAMGROUP Xtreem LV 16 GB,,"3,2600","4,4",,Red / Black,7.692,10
TEAMGROUP Xtreem LV 8 GB,,"3,2400","2,4",,Red / Black,7.5,9
G.Skill Ares 8 GB,,"3,1600","1,8",,Orange,12.5,10
G.Skill Performance 8 GB,,"3,1600","4,2",,Red,11.25,9
G.Skill Ripjaws X 2 GB,,"3,1600","1,2",,Red,11.25,9
G.Skill Ripjaws X 8 GB,,"3,2400","1,8",,Blue,9.167,11
G.Skill F3-1600C11S-8GSL 8 GB,,"3,1600","1,8",,,13.75,11
G.Skill Ripjaws 16 GB,39,"3,1866","2,8",2.438,,11.79,11
Mushkin Essentials 8 GB,17.18,"3,1066","1,8",2.147,Green,13.133,7
G.Skill Ripjaws X 32 GB,,"3,2133","4,8",,Black / Red,10.314,11
Corsair Vengeance Pro 8 GB,119.2,"3,2133","2,4",14.9,Black / Red,7.501,8
Samsung M393B2G70DB0-CK0 16 GB,31.92,"3,1600","1,16",1.995,Black / Green,13.75,11
Kingston ValueRAM 16 GB,29.99,"3,1600","1,16",1.874,Green,13.75,11
Mushkin Essentials 16 GB,186.99,"3,1866","1,16",11.687,Black / Blue,13.934,13
Mushkin Proline 16 GB,45.84,"3,1866","1,16",2.865,,13.934,13
Kingston ValueRAM 3 GB,25.48,"3,1333","3,1",8.493,Green,13.503,9
Patriot Signature 4 GB,,"3,1333","1,4",,Blue,13.503,9
Mushkin 996647 8 GB,22,"3,1333","2,4",2.75,Green,13.503,9
Crucial CT2KIT51264BF1339 8 GB,32.59,"3,1333","2,4",4.074,Green,13.503,9
G.Skill F3-10666CL9D-16GBSQ 16 GB,36.4,"3,1333","2,8",2.275,Green,13.503,9
G.Skill Trident X 16 GB,107.31,"3,2400","4,4",6.707,Black / Red,8.333,10
Crucial CT2KIT51264BF160B 8 GB,,"3,1600","2,4",,Green,13.75,11
Crucial CT16G3R186DM 16 GB,42.99,"3,1866","1,16",2.687,Black / Green,13.934,13
Kingston KVR13N9S6/2 2 GB,19.98,"3,1333","1,2",9.99,Black / Green,13.503,9
Kingston KVR16R11D4/16HA 16 GB,34.89,"3,1600","1,16",2.181,Green,13.75,11
Kingston ValueRAM 64 GB,139.01,"3,1600","4,16",2.172,Green,13.75,11
Kingston KVR16LR11D4K4/64 64 GB,399,"3,1600","4,16",6.234,Blue,13.75,11
Kingston KVR16LR11D4/16HA 16 GB,28.99,"3,1600","1,16",1.812,Green,13.75,11
Kingston KVR1333D3D4R9SK3/24G 24 GB,124.99,"3,1333","3,8",5.208,Green,13.503,9
Kingston KVR13LR9D4K4/64 64 GB,297.75,"3,1333","4,16",4.652,Green,13.503,9
Mushkin Proline 16 GB,43.82,"3,1600","1,16",2.739,Green,13.75,11
Crucial CT25664BC1067 2 GB,,"3,1066","1,2",,Green,13.133,7
Corsair Dominator 4 GB,,"3,1600","2,2",,Black / Blue,10,8
Corsair Dominator GT 6 GB,,"3,1600","3,2",,Black / Red,8.75,7
Corsair XMS3 3 GB,,"3,1333","3,1",,Black / White,13.503,9
Corsair Dominator 4 GB,,"3,1600","2,2",,Black / Blue,10,8
Corsair Dominator GT 4 GB,,"3,1600","2,2",,Black / Red,8.75,7
Corsair Dominator GT 4 GB,,"3,1600","2,2",,Black / Red,8.75,7
Corsair Dominator 6 GB,,"3,1600","3,2",,Black / Blue,11.25,9
Corsair XMS3 6 GB,,"3,1600","3,2",,Black / Blue,10,8
Corsair Dominator 6 GB,,"3,1600","3,2",,Black / White,10,8
Corsair Dominator 2 GB,,"3,1600","2,1",,Black / Blue,11.25,9
Corsair XMS3 6 GB,,"3,1600","3,2",,Black / White,11.25,9
Corsair XMS3 2 GB,,"3,1333","2,1",,Black / White,13.503,9
Corsair XMS3 2 GB,,"3,1333","2,1",,Black / White,13.503,9
Crucial CT2CP25672BA1067 4 GB,,"3,1066","2,2",,Green,13.133,7
Crucial CT2KIT12864BA1339 2 GB,,"3,1333","2,1",,Green,13.503,9
Crucial CT2KIT25664BA1067 4 GB,,"3,1066","2,2",,Green,13.133,7
Crucial CT2KIT25664BC1067 4 GB,,"3,1066","2,2",,Green,13.133,7
Crucial CT3KIT12864BA1339 3 GB,,"3,1333","3,1",,Green,13.503,9
Crucial CT3KIT25664BA1067 6 GB,,"3,1066","3,2",,Green,13.133,7
Crucial CT3KIT25664BA1339 6 GB,,"3,1333","3,2",,Green,13.503,9
Corsair Dominator 4 GB,,"3,1600","2,2",,Black / Blue,11.25,9
Corsair Dominator 4 GB,,"3,1600","2,2",,Black / Blue,8.75,7
Corsair Dominator GT 6 GB,,"3,1866","3,2",,Black / Red,9.646,9
Corsair Dominator 6 GB,,"3,1800","3,2",,Black / Blue,10,9
Kingston ValueRAM 6 GB,,"3,1333","3,2",,Green,13.503,9
Patriot Sector 5 4 GB,,"3,1333","2,2",,Black / Red,13.503,9
Patriot Sector 5 4 GB,53.73,"3,1600","2,2",13.432,Black / Red,11.25,9
Patriot PSD32G13332 2 GB,,"3,1333","1,2",,Green,13.503,9
Patriot Viper 4 GB,,"3,1333","2,2",,Silver,10.503,7
Patriot Viper 6 GB,,"3,1600","3,2",,Black / Blue,11.25,9
Patriot Viper II Sector 5 4 GB,59.9,"3,1600","2,2",14.975,Black / Red,10,8
OCZ Blade 6 GB,,"3,2000","3,2",,Black / Silver,9,9
OCZ Platinum 6 GB,,"3,1333","3,2",,Black / Silver,10.503,7
OCZ Platinum 2 GB,,"3,1600","2,1",,Silver,8.75,7
OCZ Platinum 6 GB,,"3,1600","3,2",,Silver,8.75,7
ADATA Gaming 4 GB,,"3,1600","2,2",,Black,11.25,9
ADATA Gaming 6 GB,,"3,1600","3,2",,Black,11.25,9
Corsair XMS3 12 GB,,"3,1600","6,2",,Black / Blue,11.25,9
G.Skill Ripjaws 16 GB,179.95,"3,1600","4,4",11.247,Black / Red,11.25,9
G.Skill Ripjaws 4 GB,,"3,1600","2,2",,Black / Blue,10,8
Corsair Dominator 4 GB,,"3,1600","2,2",,Black / Blue,10,8
Kingston HyperX 8 GB,,"3,1600","4,2",,Blue / White,10,8
Kingston HyperX 6 GB,,"3,1600","3,2",,Blue / White,8.75,7
Kingston HyperX 6 GB,,"3,1600","3,2",,Blue / White,10,8
Kingston HyperX 6 GB,,"3,1600","3,2",,Blue / White,11.25,9
Kingston HyperX 3 GB,,"3,1600","3,1",,Blue / White,10,8
Corsair XMS3 4 GB,,"3,1600","2,2",,Black / Blue,11.25,9
Corsair XMS3 4 GB,,"3,1333","2,2",,Black / Blue,13.503,9
Corsair XMS3 4 GB,,"3,1333","2,2",,Black / White,13.503,9
Corsair XMS3 6 GB,,"3,1600","3,2",,Black / Blue,8.75,7
Corsair XMS3 8 GB,,"3,1333","4,2",,Black / Blue,13.503,9
Corsair XMS3 8 GB,,"3,1600","4,2",,Black / Blue,11.25,9
Corsair XMS3 6 GB,,"3,1333","3,2",,Black / Blue,10.503,7
Corsair XMS3 6 GB,,"3,1600","3,2",,Black / Blue,10,8
Corsair XMS3 2 GB,,"3,1333","2,1",,Black / Blue,13.503,9
Corsair XMS 6 GB,,"3,2000","3,2",,Black / Blue,9,9
Corsair Dominator GT 4 GB,,"3,2133","2,2",,Black / Red,8.439,9
Crucial Ballistix 4 GB,,"3,1600","2,2",,Orange,10,8
Crucial Ballistix 4 GB,,"3,1600","2,2",,Orange,10,8
Corsair Dominator GT 12 GB,,"3,1866","6,2",,Black / Red,9.646,9
Corsair Dominator GT 4 GB,,"3,1866","2,2",,Black / Red,9.646,9
Corsair Dominator GT 6 GB,,"3,2000","3,2",,Black / Red,8,8
Corsair Dominator GT 8 GB,,"3,2000","2,4",,Black / Red,9,9
Corsair Dominator 3 GB,,"3,1600","3,1",,Black / Blue,10,8
Corsair XMS3 4 GB,,"3,1600","1,4",,Black / Silver,8.75,7
ADATA Gaming 2 GB,,"3,1600","1,2",,Black / Silver,11.25,9
ADATA XPG Gaming Series v2.0 4 GB,,"3,1600","2,2",,Black / Green,11.25,9
ADATA XPG Gaming Series v2.0 6 GB,,"3,1600","3,2",,Black / Green,11.25,9
ADATA Plus 6 GB,,"3,1600","3,2",,Red / Silver,10,8
Crucial Ballistix 2 GB,,"3,1600","1,2",,Orange,10,8
Crucial Ballistix 2 GB,,"3,1600","1,2",,Black / Yellow,10,8
Crucial Ballistix Tracer 2 GB,,"3,1600","1,2",,Blue / Silver,10,8
Crucial Ballistix Tracer 2 GB,,"3,1600","1,2",,Black / Silver,10,8
Crucial Ballistix Tracer 2 GB,,"3,1600","1,2",,Red / Silver,10,8
Crucial Ballistix Tracer 2 GB,,"3,1600","2,1",,Green / Silver,10,8
Crucial Ballistix Tracer 4 GB,,"3,1600","2,2",,Blue / Silver,10,8
Crucial Ballistix Tracer 4 GB,,"3,1600","2,2",,Green / Silver,10,8
Crucial Ballistix Tracer 4 GB,,"3,1600","2,2",,Black / Silver,10,8
Crucial Ballistix Tracer 3 GB,,"3,1600","3,1",,Blue / Silver,10,8
Crucial Ballistix Tracer 3 GB,,"3,1600","3,1",,Red / Silver,10,8
Crucial Ballistix 6 GB,,"3,1600","3,2",,Orange / White,10,8
Crucial Ballistix Tracer 6 GB,,"3,1600","3,2",,Blue / Silver,10,8
Crucial Ballistix Tracer 6 GB,,"3,1600","3,2",,Green / Silver,10,8
Crucial Ballistix Tracer 6 GB,,"3,1600","3,2",,Black / Silver,10,8
Crucial Ballistix Tracer 6 GB,,"3,1600","3,2",,Red / Silver,10,8
G.Skill PI 8 GB,,"3,1600","4,2",,Black / Blue,7.5,6
G.Skill PI 6 GB,,"3,1600","3,2",,Black / Blue,7.5,6
G.Skill PI + Turbulence 12 GB,,"3,1600","6,2",,Black / Blue,7.5,6
G.Skill ECO 4 GB,,"3,1600","2,2",,Silver,8.75,7
G.Skill Ripjaws 4 GB,,"3,1600","2,2",,Black / Blue,8.75,7
G.Skill Trident+ Turbulence II 8 GB,,"3,1600","2,4",,Black / Red,8.75,7
G.Skill Trident+ Turbulence II 16 GB,,"3,1600","4,4",,Black / Red,8.75,7
G.Skill ECO 8 GB,,"3,1600","4,2",,Black / Silver,8.75,7
